Received Log:

[9 jul. 2022 11:34:09 a. m.] ASCII:
#---INI---#
Visualiti;UNIX;SM1;SM2
ID;UXTIME;m3/m3;m3/m3
C136;1649178000;38.8;36.3
C136;1649181600;38.3;34.7
C136;1649185200;37.4;34.5
C136;1649188800;37.8;37.4
C136;1649192400;37.2;34.0
C136;1649196000;37.8;34.7
C136;1649199600;37.5;35.5
C136;1649203200;37.6;38.6
C136;1649206800;39.1;38.8
C136;1649210400;37.5;35.4
C136;1649214000;38.2;39.5
C136;1649217600;39.4;38.4
C136;1649221200;40.8;37.4
C136;1649224800;40.0;37.4
C136;1649228400;38.5;39.9
C136;1649232000;39.5;38.6
C136;1649235600;38.6;37.7
C136;1649239200;38.2;39.4
C136;1649242800;39.9;37.8
C136;1649246400;38.3;35.3
C136;1649250000;38.5;36.8
C136;1649253600;39.0;36.3
C136;1649257200;38.1;37.9
C136;1649260800;38.4;37.5
C136;1649264400;39.6;35.6
C136;1649268000;38.5;36.0
C136;1649271600;38.2;36.6
C136;1649275200;37.7;35.0
C136;1649278800;38.9;37.7
C136;1649282400;38.3;38.3
C136;1649286000;39.0;34.2
C136;1649289600;38.9;35.1
C136;1649293200;39.0;36.2
C136;1649296800;38.7;37.1
C136;1649300400;39.7;38.3
C136;1649304000;37.7;35.6
C136;1649307600;38.8;36.0
C136;1649311200;39.7;38.1
C136;1649314800;37.3;38.5
C136;1649318400;37.6;37.0
C136;1649322000;38.9;37.1
C136;1649325600;39.2;37.4
C136;1649329200;40.1;35.0
C136;1649332800;37.9;37.5
C136;1649336400;38.1;38.9
C136;1649340000;38.9;34.7
C136;1649343600;37.9;37.9
C136;1649347200;39.3;37.4
C136;1649350800;39.3;35.5
C136;1649354400;39.5;38.7
C136;1649358000;40.1;37.3
C136;1649361600;36.6;38.6
C136;1649365200;38.0;36.1
C136;1649368800;40.5;35.2
C136;1649372400;40.1;34.1
C136;1649376000;38.1;35.9
C136;1649379600;37.9;37.2
C136;1649383200;40.8;35.3
C136;1649386800;39.2;35.5
C136;1649390400;39.6;35.6
C136;1649394000;38.1;36.5
C136;1649397600;38.2;34.9
C136;1649401200;39.5;34.7
C136;1649404800;39.0;38.0
C136;1649408400;39.3;34.5
C136;1649412000;39.5;35.5
C136;1649415600;39.4;34.5
C136;1649419200;37.4;36.5
C136;1649422800;37.1;35.2
C136;1649426400;40.1;35.3
C136;1649430000;39.0;36.0
C136;1649433600;39.6;38.2
C136;1649437200;39.8;36.7
C136;1649440800;38.3;37.9
C136;1649444400;39.1;37.1
C136;1649448000;40.8;37.6
C136;1649451600;39.0;37.1
C136;1649455200;39.0;37.9
C136;1649458800;36.2;39.3
C136;1649462400;36.9;35.3
C136;1649466000;39.0;37.3
C136;1649469600;38.9;36.6
C136;1649473200;39.2;36.1
C136;1649476800;36.4;38.3
C136;1649480400;40.1;35.9
C136;1649484000;40.7;34.6
C136;1649487600;39.7;35.1
C136;1649491200;38.0;36.4
C136;1649494800;38.9;37.9
C136;1649498400;37.8;35.2
C136;1649502000;37.3;36.4
C136;1649505600;39.2;35.3
C136;1649509200;37.6;38.1
C136;1649512800;38.7;36.2
C136;1649516400;39.1;34.2
C136;1649520000;37.9;33.8
C136;1649523600;40.1;34.9
C136;1649527200;40.4;35.3
C136;1649530800;37.7;34.6
C136;1649534400;38.8;36.3
C136;1649538000;38.6;34.2
C136;1649541600;38.8;34.8
C136;1649545200;37.9;33.9
C136;1649548800;38.3;36.8
C136;1649552400;38.2;35.6
C136;1649556000;40.3;32.8
C136;1649559600;39.0;33.6
C136;1649563200;38.0;32.7
C136;1649566800;37.1;36.4
C136;1649570400;38.6;35.1
C136;1649574000;37.7;34.2
C136;1649577600;40.8;35.2
C136;1649581200;39.6;34.3
C136;1649584800;37.9;34.8
C136;1649588400;39.4;32.8
C136;1649592000;37.5;34.7
C136;1649595600;39.2;31.4
C136;1649599200;38.3;31.8
C136;1649602800;39.3;31.2
C136;1649606400;38.8;29.0
C136;1649610000;38.9;30.3
C136;1649613600;39.2;28.7
C136;1649617200;39.3;29.6
C136;1649620800;38.9;27.6
C136;1649624400;36.5;28.9
C136;1649628000;39.8;28.4
C136;1649631600;38.7;28.9
C136;1649635200;37.1;30.6
C136;1649638800;36.8;28.6
C136;1649642400;37.6;29.0
C136;1649646000;39.2;27.6
C136;1649649600;38.7;28.4
C136;1649653200;36.9;28.2
C136;1649656800;36.4;30.1
C136;1649660400;39.2;28.7
C136;1649664000;37.1;27.7
C136;1649667600;37.4;28.6
C136;1649671200;38.6;27.2
C136;1649674800;38.5;29.7
C136;1649678400;38.4;28.1
C136;1649682000;38.8;26.7
C136;1649685600;38.9;28.0
C136;1649689200;37.9;27.2
C136;1649692800;38.4;28.3
C136;1649696400;37.7;30.1
C136;1649700000;38.8;32.1
C136;1649703600;38.7;31.2
C136;1649707200;39.5;31.4
C136;1649710800;39.7;31.3
C136;1649714400;38.2;30.5
C136;1649718000;40.0;29.5
C136;1649721600;38.8;33.4
C136;1649725200;39.0;30.0
C136;1649728800;37.2;31.9
C136;1649732400;36.1;32.3
C136;1649736000;38.7;33.3
C136;1649739600;38.7;29.6
C136;1649743200;37.1;30.5
C136;1649746800;36.4;30.7
C136;1649750400;36.9;32.9
C136;1649754000;36.6;31.1
C136;1649757600;10.7;9.5
C136;1649761200;38.5;31.7
C136;1649764800;37.3;31.4
C136;1649768400;37.3;31.5
C136;1649772000;38.7;31.2
C136;1649775600;37.0;30.9
C136;1649779200;38.7;30.4
C136;1649782800;36.8;31.4
C136;1649786400;37.1;30.7
C136;1649790000;38.1;29.3
C136;1649793600;36.0;28.7
C136;1649797200;37.8;28.5
C136;1649800800;36.6;27.9
C136;1649804400;39.3;28.4
C136;1649808000;36.4;28.1
C136;1649811600;35.6;27.3
C136;1649815200;37.4;26.8
C136;1649818800;37.2;26.7
C136;1649822400;37.3;27.4
C136;1649826000;38.2;27.0
C136;1649829600;37.6;28.7
C136;1649833200;39.0;27.4
C136;1649836800;36.9;29.4
C136;1649840400;37.5;29.4
C136;1649844000;38.1;27.4
C136;1649847600;37.0;26.9
C136;1649851200;38.4;26.4
C136;1649854800;36.4;27.0
C136;1649858400;38.4;25.5
C136;1649862000;37.1;25.9
C136;1649865600;38.3;24.0
C136;1649869200;37.2;25.4
C136;1649872800;37.3;26.3
C136;1649876400;36.5;24.2
C136;1649880000;37.5;24.2
C136;1649883600;39.7;23.9
C136;1649887200;37.7;24.1
C136;1649890800;35.3;26.2
C136;1649894400;38.0;23.3
C136;1649898000;37.1;24.5
C136;1649901600;38.7;24.0
C136;1649905200;35.6;24.0
C136;1649908800;40.0;23.6
C136;1649912400;38.2;26.1
C136;1649916000;39.5;24.4
C136;1649919600;37.1;24.2
C136;1649923200;38.1;25.9
C136;1649926800;36.2;23.2
C136;1649930400;36.6;23.4
C136;1649934000;37.0;23.8
C136;1649937600;37.1;22.4
C136;1649941200;37.6;21.4
C136;1649944800;37.2;23.1
C136;1649948400;38.8;22.4
C136;1649952000;37.2;24.6
C136;1649955600;35.8;24.7
C136;1649959200;35.7;24.2
C136;1649962800;35.9;25.0
C136;1649966400;37.3;23.8
C136;1649970000;37.6;24.0
C136;1649973600;38.1;25.3
C136;1649977200;35.9;22.4
C136;1649980800;36.5;23.9
C136;1649984400;36.9;24.1
C136;1649988000;37.5;23.9
C136;1649991600;37.7;22.7
C136;1649995200;35.1;25.1
C136;1649998800;36.3;24.8
C136;1650002400;37.1;24.3
C136;1650006000;37.8;24.7
C136;1650009600;37.3;23.4
C136;1650013200;37.6;23.5
C136;1650016800;36.0;23.4
C136;1650020400;37.7;22.9
C136;1650024000;36.9;24.5
C136;1650027600;37.3;23.3
C136;1650031200;36.3;25.1
C136;1650034800;37.8;22.2
C136;1650038400;37.7;22.1
C136;1650042000;35.5;23.6
C136;1650045600;36.5;21.9
C136;1650049200;35.6;23.6
C136;1650052800;35.6;21.5
C136;1650056400;37.4;22.6
C136;1650060000;38.4;21.7
C136;1650063600;34.8;22.9
C136;1650067200;38.0;22.3
C136;1650070800;37.1;22.5
C136;1650074400;37.7;22.1
C136;1650078000;36.7;23.0
C136;1650081600;37.1;22.8
C136;1650085200;38.3;23.0
C136;1650088800;38.9;24.1
C136;1650092400;38.2;22.4
C136;1650096000;38.4;23.8
C136;1650099600;37.1;23.2
C136;1650103200;35.9;23.0
C136;1650106800;35.7;24.9
C136;1650110400;37.0;23.2
C136;1650114000;37.6;22.8
C136;1650117600;35.9;22.5
C136;1650121200;38.0;35.8
C136;1650124800;39.2;36.0
C136;1650128400;39.2;35.8
C136;1650132000;37.3;36.5
C136;1650135600;38.1;38.8
C136;1650139200;40.6;35.9
C136;1650142800;38.9;38.2
C136;1650146400;39.0;38.5
C136;1650150000;38.7;35.0
C136;1650153600;39.2;37.7
C136;1650157200;39.8;36.6
C136;1650160800;36.6;33.8
C136;1650164400;37.4;37.1
C136;1650168000;39.3;34.0
C136;1650171600;36.9;34.1
C136;1650175200;40.4;37.2
C136;1650178800;39.2;37.1
C136;1650182400;39.5;35.3
C136;1650186000;40.2;33.8
C136;1650189600;37.9;38.1
C136;1650193200;38.0;35.2
C136;1650196800;37.7;34.9
C136;1650200400;37.4;34.6
C136;1650204000;38.1;36.8
C136;1650207600;36.9;36.8
C136;1650211200;38.8;34.6
C136;1650214800;38.6;34.5
C136;1650218400;37.8;33.6
C136;1650222000;38.7;31.5
C136;1650225600;36.5;34.9
C136;1650229200;37.8;32.6
C136;1650232800;37.5;32.6
C136;1650236400;38.4;32.6
C136;1650240000;40.3;32.4
C136;1650243600;39.4;30.9
C136;1650247200;36.0;30.5
C136;1650250800;36.3;31.4
C136;1650254400;37.0;33.0
C136;1650258000;38.6;32.8
C136;1650261600;36.5;30.9
C136;1650265200;36.4;32.0
C136;1650268800;37.6;33.5
C136;1650272400;40.2;30.1
C136;1650276000;37.2;33.2
C136;1650279600;39.3;31.2
C136;1650283200;38.1;32.1
C136;1650286800;38.1;30.9
C136;1650290400;38.1;31.0
C136;1650294000;38.4;31.0
C136;1650297600;37.8;31.4
C136;1650301200;38.6;29.7
C136;1650304800;36.9;31.5
C136;1650308400;36.4;29.9
C136;1650312000;37.8;30.2
C136;1650315600;37.8;31.3
C136;1650319200;37.1;32.6
C136;1650322800;36.3;33.9
C136;1650326400;37.8;32.9
C136;1650330000;37.3;33.2
C136;1650333600;38.0;32.8
C136;1650337200;39.5;32.5
C136;1650340800;38.8;32.3
C136;1650344400;36.9;34.8
C136;1650348000;37.9;33.6
C136;1650351600;37.6;31.3
C136;1650355200;37.4;33.5
C136;1650358800;38.6;31.6
C136;1650362400;36.9;32.5
C136;1650366000;38.6;31.8
C136;1650369600;37.3;31.9
C136;1650373200;36.5;34.0
C136;1650376800;38.1;31.5
C136;1650380400;38.8;32.4
C136;1650384000;36.4;30.7
C136;1650387600;40.0;29.8
C136;1650391200;37.1;29.5
C136;1650394800;38.0;28.7
C136;1650398400;37.5;30.0
C136;1650402000;38.9;28.5
C136;1650405600;36.6;29.2
C136;1650409200;37.8;31.4
C136;1650412800;38.4;29.5
C136;1650416400;38.4;29.2
C136;1650420000;37.6;29.5
C136;1650423600;37.6;30.3
C136;1650427200;38.7;29.9
C136;1650430800;36.6;30.6
C136;1650434400;36.2;37.7
C136;1650438000;36.3;37.9
C136;1650441600;36.9;34.9
C136;1650445200;36.8;35.9
C136;1650448800;37.6;37.4
C136;1650452400;39.9;36.0
C136;1650459600;36.3;38.3
C136;1650463200;38.6;38.2
C136;1650466800;39.1;37.8
C136;1650470400;38.9;38.1
C136;1650474000;39.8;36.2
C136;1650477600;37.6;36.4
C136;1650481200;38.1;36.3
C136;1650484800;38.3;36.1
C136;1650488400;39.3;36.9
C136;1650492000;38.9;36.9
C136;1650495600;37.6;39.1
C136;1650499200;39.5;38.4
C136;1650502800;36.3;36.5
C136;1650506400;38.8;37.3
C136;1650510000;39.8;35.7
C136;1650513600;37.1;36.3
C136;1650517200;38.7;37.0
C136;1650520800;37.8;36.0
C136;1650524400;39.1;37.1
C136;1650528000;38.3;35.9
C136;1650531600;40.5;36.1
C136;1650535200;37.3;38.3
C136;1650538800;39.4;37.4
C136;1650542400;38.2;35.6
C136;1650546000;39.2;37.0
C136;1650549600;39.4;36.5
C136;1650553200;36.9;37.5
C136;1650556800;37.7;35.3
C136;1650560400;39.2;36.6
C136;1650564000;39.0;36.5
C136;1650567600;38.1;35.2
C136;1650571200;36.1;37.5
C136;1650574800;38.6;36.7
C136;1650578400;36.5;36.8
C136;1650582000;39.7;34.5
C136;1650585600;38.4;34.5
C136;1650589200;40.0;34.0
C136;1650592800;39.0;36.9
C136;1650596400;38.2;38.6
C136;1650600000;36.0;35.8
C136;1650603600;38.7;39.5
C136;1650607200;39.8;40.1
C136;1650610800;38.8;37.4
C136;1650614400;37.0;38.1
C136;1650618000;40.1;37.6
C136;1650621600;39.2;37.7
C136;1650625200;38.5;38.3
C136;1650628800;39.3;39.7
C136;1650632400;39.6;38.1
C136;1650636000;37.7;38.8
C136;1650639600;39.5;37.6
C136;1650643200;39.3;35.2
C136;1650646800;37.9;33.8
C136;1650650400;39.0;36.8
C136;1650654000;39.5;35.6
C136;1650657600;38.2;33.5
C136;1650661200;40.0;36.1
C136;1650664800;38.5;35.1
C136;1650668400;39.2;34.5
C136;1650672000;36.0;36.4
C136;1650675600;37.8;34.9
C136;1650679200;38.6;33.9
C136;1650682800;37.1;34.6
C136;1650686400;37.5;35.4
C136;1650690000;40.2;35.6
C136;1650693600;38.9;32.9
C136;1650697200;39.4;34.5
C136;1650700800;37.9;34.5
C136;1650704400;38.7;36.8
C136;1650708000;39.0;35.9
C136;1650711600;38.7;34.7
C136;1650715200;39.3;35.5
C136;1650718800;38.1;34.6
C136;1650722400;37.4;35.0
C136;1650726000;37.3;33.2
C136;1650729600;39.2;33.6
C136;1650733200;37.7;33.6
C136;1650736800;37.9;34.5
C136;1650740400;39.1;32.4
C136;1650744000;39.1;32.8
C136;1650747600;37.5;34.5
C136;1650751200;38.8;32.5
C136;1650754800;39.0;32.8
C136;1650758400;39.4;31.2
C136;1650762000;40.0;30.6
C136;1650765600;39.8;33.0
C136;1650769200;37.6;30.4
C136;1650772800;37.7;34.3
C136;1650776400;39.0;32.1
C136;1650780000;38.9;34.9
C136;1650783600;36.9;36.6
C136;1650787200;39.2;37.7
C136;1650790800;38.1;36.5
C136;1650794400;36.9;35.4
C136;1650798000;37.0;38.8
C136;1650801600;38.7;36.8
C136;1650805200;39.0;38.9
C136;1650808800;39.2;36.8
C136;1650812400;38.4;35.1
C136;1650816000;37.7;37.5
C136;1650819600;37.4;38.5
C136;1650823200;39.5;36.1
C136;1650826800;39.2;37.0
C136;1650830400;39.5;35.9
C136;1650834000;39.0;37.1
C136;1650837600;38.2;36.0
C136;1650841200;37.1;37.0
C136;1650844800;37.3;38.3
C136;1650848400;39.6;37.7
C136;1650852000;39.4;35.9
C136;1650855600;39.2;40.2
C136;1650859200;40.6;36.1
C136;1650862800;39.0;35.8
C136;1650866400;40.5;39.3
C136;1650870000;41.7;38.9
C136;1650873600;40.3;39.4
C136;1650877200;42.8;38.1
C136;1650880800;42.0;38.7
C136;1650884400;41.7;36.6
C136;1650888000;41.5;36.8
C136;1650891600;39.5;38.7
C136;1650895200;40.8;38.8
C136;1650898800;40.1;38.2
C136;1650902400;40.1;37.0
C136;1650906000;41.0;36.3
C136;1650909600;41.1;38.9
C136;1650913200;41.3;35.1
C136;1650916800;41.9;35.6
C136;1650920400;41.7;36.3
C136;1650924000;40.1;35.5
C136;1650927600;40.1;34.5
C136;1650931200;37.9;34.6
C136;1650934800;39.9;35.8
C136;1650938400;36.8;34.3
C136;1650942000;37.7;38.5
C136;1650945600;38.6;35.0
C136;1650949200;39.5;36.0
C136;1650952800;40.3;37.1
C136;1650956400;36.9;38.2
C136;1650960000;38.7;35.8
C136;1650963600;39.6;35.1
C136;1650967200;38.5;35.1
C136;1650970800;39.0;34.9
C136;1650974400;37.9;33.6
C136;1650978000;37.5;34.5
C136;1650981600;38.8;32.8
C136;1650985200;39.4;33.2
C136;1650988800;38.6;32.8
C136;1650992400;38.0;32.8
C136;1650996000;39.7;31.5
C136;1650999600;37.5;31.0
C136;1651003200;36.9;30.4
C136;1651006800;38.5;28.6
C136;1651010400;39.3;30.6
C136;1651014000;39.2;32.9
C136;1651017600;39.7;31.2
C136;1651021200;38.4;30.8
C136;1651024800;39.3;33.0
C136;1651028400;38.2;33.6
C136;1651032000;39.8;31.3
C136;1651035600;39.4;32.8
C136;1651039200;39.9;32.5
C136;1651042800;38.1;33.5
C136;1651046400;40.0;33.0
C136;1651050000;39.3;32.4
C136;1651053600;37.0;33.8
C136;1651057200;37.8;34.8
C136;1651060800;37.6;36.9
C136;1651064400;37.2;33.0
C136;1651068000;38.4;36.1
C136;1651071600;38.1;34.1
C136;1651075200;40.0;34.4
C136;1651078800;37.7;35.3
C136;1651082400;39.7;37.2
C136;1651086000;38.4;35.5
C136;1651089600;39.2;36.1
C136;1651093200;36.8;33.2
C136;1651096800;39.7;35.6
C136;1651100400;38.5;35.3
C136;1651104000;39.0;35.9
C136;1651107600;39.2;34.9
C136;1651111200;39.6;33.3
C136;1651114800;39.0;35.1
C136;1651118400;36.1;32.5
C136;1651122000;38.6;35.9
C136;1651125600;38.8;34.6
C136;1651129200;40.1;33.9
C136;1651132800;39.8;33.4
C136;1651136400;39.3;32.0
C136;1651140000;37.4;35.5
C136;1651143600;37.0;31.9
C136;1651147200;38.2;35.4
C136;1651150800;39.1;33.6
C136;1651154400;38.8;33.6
C136;1651158000;37.9;31.3
C136;1651161600;38.9;33.0
C136;1651165200;37.9;31.5
C136;1651168800;37.6;30.6
C136;1651172400;37.5;32.9
C136;1651176000;38.1;30.0
C136;1651179600;40.0;30.5
C136;1651183200;38.9;29.6
C136;1651186800;38.2;32.4
C136;1651190400;37.2;33.2
C136;1651194000;37.6;31.7
C136;1651197600;36.7;34.3
C136;1651201200;38.1;36.6
C136;1651204800;37.7;35.0
C136;1651208400;38.1;35.1
C136;1651212000;40.1;38.5
C136;1651215600;40.3;37.6
C136;1651219200;40.0;38.1
C136;1651222800;39.7;37.6
C136;1651226400;38.7;40.5
C136;1651230000;39.9;38.8
C136;1651233600;41.8;38.9
C136;1651237200;41.0;37.9
C136;1651240800;40.4;37.5
C136;1651244400;39.2;36.7
C136;1651248000;40.8;36.5
C136;1651251600;40.3;37.7
C136;1651255200;41.2;36.8
C136;1651258800;40.9;37.1
C136;1651262400;38.3;36.8
C136;1651266000;40.1;35.9
C136;1651269600;41.4;36.9
C136;1651273200;40.6;39.3
C136;1651276800;41.6;37.3
C136;1651280400;39.0;39.3
C136;1651284000;38.7;36.5
C136;1651287600;40.6;37.3
C136;1651291200;38.2;38.0
C136;1651294800;41.2;34.8
C136;1651298400;38.7;38.0
C136;1651302000;40.5;35.0
C136;1651305600;40.0;36.0
C136;1651309200;39.4;36.5
C136;1651312800;40.0;36.9
C136;1651316400;38.8;37.6
C136;1651320000;39.5;37.8
C136;1651323600;40.0;38.7
C136;1651327200;39.4;40.0
C136;1651330800;40.1;36.9
C136;1651334400;40.4;38.3
C136;1651338000;39.3;37.1
C136;1651341600;40.1;39.4
C136;1651345200;41.2;37.9
C136;1651348800;41.3;36.2
C136;1651352400;39.8;37.8
C136;1651356000;39.9;37.6
C136;1651359600;37.4;37.9
C136;1651363200;39.7;38.2
C136;1651366800;41.5;35.2
C136;1651370400;40.1;37.1
C136;1651374000;39.3;37.3
C136;1651377600;40.4;37.1
C136;1651381200;38.2;36.0
C136;1651384800;39.7;37.0
C136;1651388400;38.9;38.2
C136;1651392000;38.6;35.4
C136;1651395600;39.5;38.2
C136;1651399200;39.9;36.9
C136;1651402800;39.7;36.0
C136;1651406400;39.6;37.1
C136;1651410000;39.8;35.7
C136;1651413600;38.3;36.6
C136;1651417200;38.6;34.6
C136;1651420800;38.2;31.5
C136;1651424400;37.9;35.4
C136;1651428000;37.8;33.3
C136;1651431600;37.4;34.5
C136;1651435200;36.9;34.7
C136;1651438800;38.5;33.1
C136;1651442400;37.1;30.6
C136;1651446000;38.9;32.5
C136;1651449600;39.3;33.7
C136;1651453200;38.5;30.7
C136;1651456800;37.0;32.0
C136;1651460400;37.7;33.9
C136;1651464000;38.9;31.3
C136;1651467600;39.7;34.4
C136;1651471200;39.2;33.1
C136;1651474800;38.6;31.5
C136;1651478400;39.4;31.1
C136;1651482000;39.5;32.5
C136;1651485600;39.2;31.7
C136;1651489200;38.4;32.8
C136;1651492800;38.2;31.5
C136;1651496400;37.4;31.9
C136;1651500000;39.0;29.0
C136;1651503600;37.9;29.5
C136;1651507200;37.9;29.8
C136;1651510800;37.7;31.6
C136;1651514400;39.7;30.1
C136;1651518000;39.9;29.5
C136;1651521600;37.2;30.9
C136;1651525200;38.2;28.6
C136;1651528800;40.6;29.7
C136;1651532400;38.5;29.5
C136;1651536000;39.6;29.1
C136;1651539600;35.9;28.2
C136;1651543200;38.5;30.9
C136;1651546800;38.5;29.4
C136;1651550400;39.2;27.4
C136;1651554000;38.5;28.0
C136;1651557600;40.6;27.5
C136;1651561200;40.5;31.0
C136;1651564800;38.0;30.2
C136;1651568400;38.1;29.7
C136;1651572000;38.1;28.0
C136;1651575600;36.9;26.5
C136;1651579200;37.8;28.5
C136;1651582800;37.0;28.0
C136;1651586400;37.6;25.4
C136;1651590000;38.3;25.7
C136;1651593600;39.0;24.0
C136;1651597200;38.3;23.7
C136;1651600800;37.1;22.5
C136;1651604400;37.0;22.3
C136;1651608000;37.4;23.4
C136;1651611600;37.3;24.0
C136;1651615200;37.4;23.9
C136;1651618800;37.9;23.0
C136;1651622400;38.1;24.1
C136;1651626000;36.2;23.4
C136;1651629600;37.4;24.0
C136;1651633200;37.3;23.1
C136;1651636800;37.9;23.1
C136;1651640400;38.3;25.1
C136;1651644000;37.7;23.0
C136;1651647600;38.0;24.2
C136;1651651200;37.8;23.5
C136;1651654800;38.6;23.4
C136;1651658400;36.4;25.0
C136;1651662000;36.3;23.3
C136;1651665600;36.9;22.0
C136;1651669200;36.9;22.3
C136;1651672800;37.3;20.7
C136;1651676400;37.4;19.9
C136;1651680000;7.9;7.5
C136;1651683600;5.4;5.2
C136;1651687200;37.0;20.9
C136;1651690800;37.4;18.7
C136;1651694400;39.7;18.5
C136;1651698000;37.5;19.8
C136;1651701600;37.1;19.5
C136;1651705200;36.9;20.5
C136;1651708800;37.7;20.1
C136;1651712400;35.9;20.0
C136;1651716000;37.8;20.7
C136;1651719600;37.7;38.9
C136;1651723200;40.0;40.5
C136;1651726800;39.0;37.3
C136;1651730400;39.3;40.3
C136;1651734000;39.4;38.7
C136;1651737600;40.1;37.0
C136;1651741200;39.1;40.9
C136;1651744800;37.6;39.2
C136;1651748400;39.9;39.5
C136;1651752000;39.7;37.3
C136;1651755600;40.0;40.1
C136;1651759200;39.6;39.0
C136;1651762800;40.3;40.5
C136;1651766400;39.6;38.3
C136;1651770000;39.8;38.8
C136;1651773600;39.1;39.2
C136;1651777200;39.7;39.7
C136;1651780800;40.1;38.2
C136;1651784400;40.2;38.2
C136;1651788000;40.0;38.2
C136;1651791600;40.0;36.9
C136;1651795200;36.9;35.6
C136;1651798800;40.4;38.4
C136;1651802400;39.0;38.5
C136;1651806000;40.6;38.1
C136;1651809600;41.4;37.1
C136;1651813200;40.6;37.7
C136;1651816800;41.2;37.5
C136;1651820400;37.3;39.2
C136;1651824000;39.3;35.9
C136;1651827600;37.7;35.6
C136;1651831200;37.3;38.1
C136;1651834800;39.4;34.2
C136;1651838400;38.9;34.7
C136;1651842000;39.7;35.1
C136;1651845600;39.7;36.2
C136;1651849200;39.0;38.7
C136;1651852800;39.5;37.4
C136;1651856400;39.2;39.2
C136;1651860000;37.5;38.8
C136;1651863600;39.2;38.0
C136;1651867200;37.1;38.8
C136;1651870800;40.1;38.2
C136;1651874400;38.7;36.2
C136;1651878000;37.9;38.9
C136;1651881600;36.5;36.3
C136;1651885200;39.8;37.6
C136;1651888800;39.3;38.2
C136;1651892400;40.8;37.3
C136;1651896000;39.8;39.9
C136;1651899600;40.9;40.7
C136;1651903200;38.6;37.9
C136;1651906800;40.5;41.4
C136;1651910400;41.1;39.0
C136;1651914000;40.2;39.5
C136;1651917600;37.8;37.6
C136;1651921200;41.8;39.0
C136;1651924800;37.8;38.1
C136;1651928400;41.2;43.7
C136;1651932000;41.3;40.6
C136;1651935600;39.2;40.7
C136;1651939200;41.4;38.9
C136;1651942800;41.4;42.1
C136;1651946400;40.1;39.5
C136;1651950000;39.5;38.9
C136;1651953600;42.0;38.2
C136;1651957200;41.9;38.9
C136;1651960800;38.9;37.9
C136;1651964400;40.9;39.0
C136;1651968000;39.0;41.2
C136;1651971600;41.1;38.3
C136;1651975200;40.2;40.8
C136;1651978800;40.6;39.0
C136;1651982400;38.3;40.9
C136;1651986000;40.2;37.8
C136;1651989600;40.3;38.8
C136;1651993200;40.6;37.7
C136;1651996800;39.9;38.3
C136;1652000400;40.8;39.2
C136;1652004000;40.0;38.1
C136;1652007600;40.9;35.8
C136;1652011200;40.2;39.0
C136;1652014800;38.9;36.8
C136;1652018400;40.2;38.2
C136;1652022000;39.8;37.9
C136;1652025600;40.1;38.2
C136;1652029200;39.7;36.7
C136;1652032800;40.8;35.6
C136;1652036400;40.2;37.8
C136;1652040000;41.2;36.4
C136;1652043600;40.6;38.2
C136;1652047200;40.9;36.5
C136;1652050800;38.9;35.9
C136;1652054400;36.8;36.5
C136;1652058000;40.9;35.1
C136;1652061600;39.4;36.7
C136;1652065200;37.5;37.0
C136;1652068800;39.7;35.3
C136;1652072400;39.3;37.9
C136;1652076000;37.3;38.2
C136;1652079600;38.7;37.1
C136;1652083200;40.9;36.0
C136;1652086800;37.8;35.6
C136;1652090400;40.1;34.2
C136;1652094000;39.5;33.3
C136;1652097600;38.4;34.7
C136;1652101200;39.0;34.3
C136;1652104800;39.7;34.9
C136;1652108400;39.3;35.2
C136;1652112000;39.6;31.9
C136;1652115600;37.6;34.6
C136;1652119200;40.2;34.2
C136;1652122800;39.4;34.0
C136;1652126400;38.6;33.4
C136;1652130000;36.8;32.0
C136;1652133600;39.5;33.6
C136;1652137200;37.4;31.9
C136;1652140800;36.8;32.1
C136;1652144400;38.8;33.9
C136;1652148000;40.1;31.4
C136;1652151600;37.8;31.9
C136;1652155200;37.5;30.8
C136;1652158800;39.7;32.7
C136;1652162400;37.4;33.4
C136;1652166000;39.5;30.7
C136;1652169600;37.2;34.8
C136;1652173200;39.6;33.0
C136;1652176800;38.2;32.4
C136;1652180400;39.6;32.7
C136;1652184000;39.3;29.7
C136;1652187600;38.4;32.8
C136;1652191200;39.3;29.2
C136;1652194800;38.1;28.8
C136;1652198400;39.0;28.6
C136;1652202000;37.3;29.0
C136;1652205600;39.2;31.6
C136;1652209200;38.6;31.3
C136;1652212800;40.2;29.1
C136;1652216400;39.0;30.0
C136;1652220000;40.1;31.6
C136;1652223600;38.2;31.7
C136;1652227200;36.6;30.9
C136;1652230800;37.4;32.5
C136;1652234400;39.4;32.5
C136;1652238000;36.3;29.8
C136;1652241600;39.5;34.5
C136;1652245200;38.9;36.0
C136;1652248800;39.5;36.5
C136;1652252400;39.5;35.6
C136;1652256000;40.7;39.4
C136;1652259600;39.2;36.1
C136;1652263200;40.5;39.0
C136;1652266800;40.0;38.2
C136;1652270400;39.2;37.1
C136;1652274000;39.2;37.4
C136;1652277600;40.7;36.8
C136;1652281200;40.1;39.3
C136;1652284800;39.4;36.7
C136;1652288400;39.3;38.1
C136;1652292000;39.2;36.7
C136;1652295600;40.8;34.6
C136;1652299200;37.1;35.9
C136;1652302800;39.9;36.8
C136;1652306400;39.7;36.4
C136;1652310000;38.7;34.5
