Received Log:

[9 jul. 2022 11:34:09 a. m.] ASCII:
#---INI---#
Visualiti;UNIX;SM1;SM2
ID;UXTIME;m3/m3;m3/m3
C136;1652313600;40.0;36.9
C136;1652317200;40.4;36.6
C136;1652320800;39.9;35.1
C136;1652324400;39.0;36.7
C136;1652328000;39.2;36.9
C136;1652331600;40.5;38.0
C136;1652335200;39.8;36.0
C136;1652338800;39.5;36.8
C136;1652342400;38.0;37.2
C136;1652346000;39.5;37.8
C136;1652349600;39.5;35.7
C136;1652353200;38.8;36.8
C136;1652356800;7.3;5.9
C136;1652360400;38.2;37.3
C136;1652364000;39.2;32.5
C136;1652367600;39.9;34.3
C136;1652371200;40.1;34.6
C136;1652374800;38.8;35.1
C136;1652378400;39.5;32.1
C136;1652382000;38.4;33.6
C136;1652385600;38.6;35.0
C136;1652389200;39.8;33.5
C136;1652392800;39.3;32.9
C136;1652396400;36.6;31.6
C136;1652400000;39.4;35.4
C136;1652403600;37.8;35.8
C136;1652407200;39.6;32.7
C136;1652410800;37.3;32.5
C136;1652414400;39.0;33.3
C136;1652418000;38.5;32.9
C136;1652421600;37.5;32.2
C136;1652425200;37.0;33.6
C136;1652428800;39.5;35.8
C136;1652432400;38.7;36.1
C136;1652436000;39.5;33.4
C136;1652439600;39.7;34.5
C136;1652443200;40.0;33.2
C136;1652446800;38.8;33.3
C136;1652450400;38.2;32.2
C136;1652454000;39.1;32.5
C136;1652457600;37.3;31.2
C136;1652461200;37.4;31.0
C136;1652464800;37.5;31.9
C136;1652468400;40.6;32.0
C136;1652472000;38.8;29.7
C136;1652475600;36.5;29.9
C136;1652479200;37.3;32.9
C136;1652482800;39.4;29.7
C136;1652486400;40.3;31.7
C136;1652490000;39.4;29.8
C136;1652493600;37.9;33.1
C136;1652497200;38.7;31.3
C136;1652500800;40.6;31.3
C136;1652504400;38.0;30.8
C136;1652508000;39.2;30.3
C136;1652511600;40.2;30.4
C136;1652515200;39.5;31.3
C136;1652518800;37.1;32.5
C136;1652522400;37.6;31.9
C136;1652526000;38.3;28.4
C136;1652529600;39.5;30.3
C136;1652533200;36.9;37.2
C136;1652536800;37.0;34.5
C136;1652540400;39.6;37.0
C136;1652544000;39.8;35.9
C136;1652547600;39.7;38.1
C136;1652551200;39.7;36.6
C136;1652554800;40.6;35.5
C136;1652558400;39.5;36.5
C136;1652562000;40.7;37.1
C136;1652565600;38.3;38.9
C136;1652569200;38.9;36.6
C136;1652572800;39.8;36.8
C136;1652576400;36.7;37.8
C136;1652580000;39.3;37.1
C136;1652583600;39.8;37.6
C136;1652587200;36.7;38.2
C136;1652590800;37.7;37.6
C136;1652594400;39.5;38.0
C136;1652598000;39.5;36.0
C136;1652601600;40.8;33.9
C136;1652605200;39.7;36.9
C136;1652608800;39.2;37.0
C136;1652612400;38.7;37.6
C136;1652616000;39.2;36.7
C136;1652619600;39.6;34.7
C136;1652623200;39.4;35.2
C136;1652626800;39.8;34.0
C136;1652630400;38.1;35.2
C136;1652634000;39.5;32.4
C136;1652637600;39.7;31.9
C136;1652641200;37.4;33.0
C136;1652644800;39.7;31.0
C136;1652648400;37.4;31.0
C136;1652652000;39.4;32.2
C136;1652655600;37.3;31.2
C136;1652659200;38.3;36.1
C136;1652662800;38.8;37.5
C136;1652666400;39.6;38.3
C136;1652670000;41.6;39.6
C136;1652673600;40.7;37.3
C136;1652677200;40.0;37.0
C136;1652680800;40.5;38.2
C136;1652684400;41.8;37.8
C136;1652688000;40.8;39.1
C136;1652691600;40.7;38.2
C136;1652695200;41.4;40.9
C136;1652698800;41.8;38.2
C136;1652702400;41.8;39.6
C136;1652706000;41.8;38.7
C136;1652709600;40.1;38.9
C136;1652713200;39.1;35.9
C136;1652716800;41.6;38.7
C136;1652720400;41.5;37.7
C136;1652724000;41.1;37.7
C136;1652727600;41.1;37.4
C136;1652731200;41.4;37.9
C136;1652734800;42.3;37.3
C136;1652738400;40.4;36.1
C136;1652742000;38.4;38.6
C136;1652745600;38.9;36.0
C136;1652749200;41.7;38.3
C136;1652752800;42.0;38.6
C136;1652756400;41.8;40.6
C136;1652760000;39.7;38.4
C136;1652763600;41.5;39.9
C136;1652767200;42.5;37.1
C136;1652770800;40.7;38.7
C136;1652774400;40.4;37.1
C136;1652778000;39.0;37.8
C136;1652781600;40.6;40.2
C136;1652785200;42.2;39.0
C136;1652788800;40.9;38.6
C136;1652792400;41.6;37.3
C136;1652796000;40.6;37.9
C136;1652799600;41.3;40.6
C136;1652803200;40.4;38.2
C136;1652806800;41.5;38.5
C136;1652810400;42.0;38.8
C136;1652814000;42.0;36.0
C136;1652817600;41.2;35.8
C136;1652821200;41.7;36.0
C136;1652824800;42.5;37.6
C136;1652828400;38.5;36.3
C136;1652832000;41.3;35.9
C136;1652835600;41.4;36.9
C136;1652839200;38.2;36.8
C136;1652842800;41.4;37.3
C136;1652846400;40.7;35.3
C136;1652850000;39.3;36.9
C136;1652853600;40.0;37.9
C136;1652857200;40.9;37.7
C136;1652860800;38.0;37.9
C136;1652864400;38.5;41.1
C136;1652868000;39.3;38.5
C136;1652871600;38.9;42.4
C136;1652875200;40.5;43.2
C136;1652878800;41.1;43.6
C136;1652882400;41.2;42.4
C136;1652886000;41.1;43.9
C136;1652889600;40.4;43.8
C136;1652893200;40.9;42.1
C136;1652896800;40.4;41.6
C136;1652900400;39.3;43.2
C136;1652904000;40.9;40.0
C136;1652907600;40.8;43.0
C136;1652911200;40.9;38.8
C136;1652914800;40.6;40.5
C136;1652918400;39.0;42.3
C136;1652922000;38.8;38.9
C136;1652925600;41.3;41.2
C136;1652929200;39.5;42.3
C136;1652932800;40.0;40.6
C136;1652936400;37.7;40.9
C136;1652940000;38.8;37.7
C136;1652943600;39.6;36.9
C136;1652947200;40.5;40.7
C136;1652954400;11.1;4.8
C136;1652958000;40.2;36.1
C136;1652961600;41.1;40.0
C136;1652965200;39.2;36.8
C136;1652968800;39.1;37.0
C136;1652972400;41.2;37.9
C136;1652976000;41.1;38.1
C136;1652979600;41.3;36.6
C136;1652983200;40.6;38.4
C136;1652986800;40.5;39.8
C136;1652990400;39.7;40.1
C136;1652994000;38.6;36.7
C136;1652997600;41.2;37.2
C136;1653001200;41.4;38.1
C136;1653004800;40.5;39.2
C136;1653008400;38.5;36.3
C136;1653012000;40.8;39.3
C136;1653015600;38.6;37.4
C136;1653019200;40.5;38.9
C136;1653022800;40.1;39.7
C136;1653026400;40.3;38.4
C136;1653030000;39.5;38.0
C136;1653033600;40.4;39.0
C136;1653037200;38.1;39.3
C136;1653040800;39.5;40.0
C136;1653044400;39.7;38.2
C136;1653048000;40.6;37.4
C136;1653051600;39.8;37.0
C136;1653055200;39.6;37.4
C136;1653058800;40.5;36.9
C136;1653062400;40.2;36.8
C136;1653066000;40.0;39.2
C136;1653069600;41.5;35.1
C136;1653073200;41.7;36.0
C136;1653076800;39.8;37.1
C136;1653080400;39.7;37.3
C136;1653084000;41.3;34.2
C136;1653087600;39.0;39.7
C136;1653091200;40.3;38.2
C136;1653094800;39.4;38.2
C136;1653098400;41.8;37.0
C136;1653102000;40.6;38.0
C136;1653105600;41.2;39.4
C136;1653109200;39.0;37.6
C136;1653112800;40.0;41.2
C136;1653116400;39.6;40.2
C136;1653120000;40.4;38.2
C136;1653123600;41.2;37.9
C136;1653127200;41.2;39.3
C136;1653130800;41.3;39.2
C136;1653134400;39.3;39.8
C136;1653138000;40.1;39.3
C136;1653141600;40.9;38.4
C136;1653145200;39.3;39.4
C136;1653148800;41.1;36.2
C136;1653152400;39.6;38.6
C136;1653156000;40.7;35.7
C136;1653159600;39.2;35.6
C136;1653163200;40.0;36.9
C136;1653166800;38.1;35.1
C136;1653170400;39.1;36.4
C136;1653174000;39.8;35.5
C136;1653177600;38.0;34.9
C136;1653181200;41.6;36.8
C136;1653184800;40.6;36.0
C136;1653188400;39.0;34.6
C136;1653192000;41.1;35.0
C136;1653195600;39.1;35.9
C136;1653199200;37.1;36.9
C136;1653202800;40.1;33.7
C136;1653206400;40.7;35.5
C136;1653210000;40.3;34.0
C136;1653213600;39.5;33.7
C136;1653217200;39.3;33.8
C136;1653220800;39.7;33.3
C136;1653224400;40.4;32.5
C136;1653228000;38.1;33.6
C136;1653231600;38.6;33.6
C136;1653235200;39.7;29.4
C136;1653238800;40.1;29.8
C136;1653242400;38.3;33.0
C136;1653246000;40.0;29.2
C136;1653249600;38.2;29.0
C136;1653253200;41.2;31.3
C136;1653256800;40.9;29.7
C136;1653260400;39.6;30.6
C136;1653264000;40.9;28.7
C136;1653267600;39.7;30.3
C136;1653271200;39.9;30.7
C136;1653274800;38.5;31.2
C136;1653278400;39.9;31.9
C136;1653282000;37.7;32.4
C136;1653285600;39.9;34.2
C136;1653289200;39.6;38.2
C136;1653292800;39.7;36.5
C136;1653296400;37.3;39.2
C136;1653300000;40.4;35.6
C136;1653303600;38.6;36.7
C136;1653307200;40.3;37.5
C136;1653310800;39.2;37.0
C136;1653314400;39.5;39.9
C136;1653318000;38.9;35.4
C136;1653321600;40.7;36.4
C136;1653325200;40.4;37.6
C136;1653328800;40.1;35.0
C136;1653332400;40.3;37.3
C136;1653336000;39.6;39.2
C136;1653339600;37.9;37.6
C136;1653343200;39.5;38.1
C136;1653346800;40.2;36.1
C136;1653350400;40.1;37.1
C136;1653354000;37.4;37.3
C136;1653357600;39.9;36.9
C136;1653361200;40.3;38.6
C136;1653364800;39.3;36.0
C136;1653368400;39.3;37.8
C136;1653372000;38.6;37.6
C136;1653375600;39.8;36.1
C136;1653379200;37.3;34.8
C136;1653382800;38.9;38.9
C136;1653386400;39.6;37.8
C136;1653390000;40.0;35.8
C136;1653393600;40.2;36.8
C136;1653397200;40.2;35.6
C136;1653400800;39.4;32.7
C136;1653404400;40.3;34.1
C136;1653408000;39.8;33.6
C136;1653411600;39.5;35.6
C136;1653415200;41.2;33.7
C136;1653418800;40.4;33.0
C136;1653422400;39.1;34.9
C136;1653426000;39.2;33.5
C136;1653429600;40.3;34.0
C136;1653433200;40.1;34.1
C136;1653436800;39.4;33.9
C136;1653440400;41.1;33.3
C136;1653444000;37.0;33.6
C136;1653447600;40.9;31.1
C136;1653451200;40.5;31.5
C136;1653454800;39.1;30.6
C136;1653458400;38.5;33.1
C136;1653462000;37.2;38.9
C136;1653465600;41.5;38.5
C136;1653469200;41.1;38.6
C136;1653472800;40.3;40.5
C136;1653476400;41.8;40.1
C136;1653480000;40.6;39.8
C136;1653483600;40.9;38.7
C136;1653487200;40.1;38.2
C136;1653490800;39.9;39.2
C136;1653494400;40.8;39.0
C136;1653498000;40.6;37.4
C136;1653501600;40.6;38.7
C136;1653505200;38.4;37.1
C136;1653508800;40.4;38.5
C136;1653512400;41.7;35.7
C136;1653516000;39.9;37.6
C136;1653519600;38.7;35.5
C136;1653523200;39.3;38.7
C136;1653526800;39.2;37.5
C136;1653530400;40.6;38.7
C136;1653534000;37.9;38.1
C136;1653537600;40.2;36.0
C136;1653541200;38.7;36.0
C136;1653544800;39.8;36.3
C136;1653548400;40.1;37.5
C136;1653552000;40.5;34.8
C136;1653555600;40.1;36.2
C136;1653559200;38.8;37.4
C136;1653562800;39.2;37.2
C136;1653566400;38.2;34.4
C136;1653570000;39.6;35.7
C136;1653573600;40.4;33.9
C136;1653577200;38.2;34.6
C136;1653580800;39.9;33.5
C136;1653584400;38.9;34.6
C136;1653588000;41.9;31.4
C136;1653591600;37.3;35.4
C136;1653595200;37.6;32.4
C136;1653598800;37.4;32.5
C136;1653602400;40.6;34.1
C136;1653606000;40.1;32.1
C136;1653609600;38.3;34.5
C136;1653613200;38.7;33.6
C136;1653616800;41.2;33.8
C136;1653620400;39.0;32.0
C136;1653624000;40.0;34.1
C136;1653627600;40.0;34.0
C136;1653631200;41.3;31.5
C136;1653634800;41.5;31.1
C136;1653638400;39.7;32.4
C136;1653642000;39.8;34.1
C136;1653645600;38.4;35.3
C136;1653649200;38.2;31.3
C136;1653652800;39.9;33.2
C136;1653656400;40.2;33.5
C136;1653660000;7.0;6.0
C136;1653667200;39.4;31.9
C136;1653670800;39.7;30.8
C136;1653674400;39.4;33.1
C136;1653678000;38.0;33.7
C136;1653681600;38.5;29.5
C136;1653685200;39.4;30.2
C136;1653688800;39.3;32.8
C136;1653692400;40.4;29.5
C136;1653696000;39.3;31.1
C136;1653699600;40.4;31.5
C136;1653703200;39.0;31.9
C136;1653706800;36.9;31.1
C136;1653710400;40.4;30.5
C136;1653714000;39.0;29.6
C136;1653717600;39.2;32.7
C136;1653721200;37.8;33.4
C136;1653724800;39.3;32.3
C136;1653728400;38.6;33.0
C136;1653732000;39.6;31.0
C136;1653735600;38.6;31.7
C136;1653739200;39.7;30.7
C136;1653742800;37.9;32.2
C136;1653746400;39.7;29.7
C136;1653750000;38.5;31.1
C136;1653753600;37.8;29.1
C136;1653757200;40.4;31.9
C136;1653760800;39.3;29.9
C136;1653764400;40.6;30.9
C136;1653768000;37.8;29.5
C136;1653771600;38.3;30.3
C136;1653775200;39.0;29.9
C136;1653778800;39.4;29.0
C136;1653782400;38.0;29.7
C136;1653786000;41.0;29.0
C136;1653789600;39.2;29.6
C136;1653793200;38.4;28.9
C136;1653796800;38.3;30.9
C136;1653800400;36.7;32.1
C136;1653804000;36.8;31.7
C136;1653807600;38.7;30.3
C136;1653811200;38.4;32.1
C136;1653814800;37.7;30.5
C136;1653818400;37.2;32.2
C136;1653822000;39.0;30.2
C136;1653825600;39.6;31.2
C136;1653829200;38.9;29.2
C136;1653832800;40.1;30.3
C136;1653836400;38.6;32.2
C136;1653840000;38.4;32.8
C136;1653843600;39.2;31.3
C136;1653847200;40.7;30.2
C136;1653850800;39.4;29.5
C136;1653854400;39.2;32.0
C136;1653858000;39.2;29.9
C136;1653861600;39.2;31.8
C136;1653865200;39.5;31.8
C136;1653868800;38.2;34.9
C136;1653872400;40.5;40.0
C136;1653876000;40.4;42.0
C136;1653879600;40.4;41.4
C136;1653883200;40.9;39.5
C136;1653886800;40.1;39.6
C136;1653890400;39.4;40.3
C136;1653894000;40.2;39.5
C136;1653897600;37.6;39.8
C136;1653901200;38.3;38.6
C136;1653904800;39.6;39.9
C136;1653908400;41.4;38.5
C136;1653912000;39.0;38.3
C136;1653915600;38.9;35.7
C136;1653919200;38.8;36.8
C136;1653922800;40.6;37.9
C136;1653926400;40.9;39.0
C136;1653930000;39.5;38.0
C136;1653933600;39.8;38.7
C136;1653937200;40.2;36.9
C136;1653940800;41.1;36.0
C136;1653944400;38.4;40.0
C136;1653948000;38.2;35.2
C136;1653951600;40.4;38.5
C136;1653955200;41.3;38.7
C136;1653958800;40.2;36.7
C136;1653962400;39.8;37.5
C136;1653966000;37.9;34.4
C136;1653969600;38.1;38.8
C136;1653973200;38.6;38.7
C136;1653976800;39.9;36.6
C136;1653980400;39.9;36.5
C136;1653984000;39.2;34.4
C136;1653987600;40.6;35.5
C136;1653991200;40.4;35.6
C136;1653994800;40.5;36.5
C136;1653998400;38.6;36.7
C136;1654002000;39.7;36.4
C136;1654005600;38.2;37.3
C136;1654009200;39.8;33.1
C136;1654012800;39.5;33.4
C136;1654016400;38.7;33.2
C136;1654020000;41.3;33.9
C136;1654023600;40.0;32.6
C136;1654027200;39.6;34.6
C136;1654030800;40.4;35.9
C136;1654034400;38.7;35.9
C136;1654038000;39.3;35.9
C136;1654041600;40.2;35.6
C136;1654045200;38.9;33.8
C136;1654048800;39.8;33.9
C136;1654052400;39.5;35.2
C136;1654056000;40.3;33.2
C136;1654059600;38.1;33.3
C136;1654063200;40.6;35.4
C136;1654066800;39.7;34.6
C136;1654070400;38.5;36.2
C136;1654074000;39.2;35.4
C136;1654077600;39.7;34.5
C136;1654081200;39.2;34.2
C136;1654084800;40.2;33.5
C136;1654088400;38.3;33.3
C136;1654092000;38.9;32.4
C136;1654095600;38.4;32.6
C136;1654099200;38.0;34.2
C136;1654102800;38.6;34.7
C136;1654106400;40.3;33.2
C136;1654110000;38.2;34.7
C136;1654113600;39.4;34.0
C136;1654117200;39.3;34.4
C136;1654120800;40.5;35.4
C136;1654124400;37.7;31.4
C136;1654128000;41.5;31.9
C136;1654131600;38.7;34.9
C136;1654135200;37.8;33.1
C136;1654138800;36.7;35.5
C136;1654142400;39.3;33.3
C136;1654146000;39.1;33.2
C136;1654149600;40.8;31.1
C136;1654153200;41.6;34.5
C136;1654156800;39.4;33.5
C136;1654160400;37.9;35.6
C136;1654164000;40.3;32.4
C136;1654167600;39.4;33.0
C136;1654171200;38.2;31.7
C136;1654174800;39.7;31.2
C136;1654178400;6.7;6.2
C136;1654182000;39.3;30.9
C136;1654185600;39.3;32.4
C136;1654189200;39.4;29.7
C136;1654192800;38.1;33.1
C136;1654196400;39.4;33.1
C136;1654200000;40.1;30.1
C136;1654203600;39.6;29.8
C136;1654207200;39.9;33.4
C136;1654210800;38.5;31.3
C136;1654214400;37.2;32.2
C136;1654218000;38.8;33.1
C136;1654221600;38.3;32.3
C136;1654225200;38.5;31.0
C136;1654228800;37.3;32.8
C136;1654232400;37.4;33.7
C136;1654236000;38.3;32.4
C136;1654239600;40.4;29.4
C136;1654243200;36.9;31.0
C136;1654246800;39.4;33.1
C136;1654250400;38.5;30.4
C136;1654254000;37.7;30.6
C136;1654257600;38.1;29.1
C136;1654261200;38.2;30.1
C136;1654264800;39.4;30.3
C136;1654268400;37.9;32.3
C136;1654272000;38.8;31.1
C136;1654275600;40.4;28.5
C136;1654279200;39.0;30.9
C136;1654282800;37.2;29.5
C136;1654286400;37.3;29.9
C136;1654290000;37.3;29.1
C136;1654293600;38.4;29.3
C136;1654297200;40.3;28.0
C136;1654300800;36.2;29.0
C136;1654304400;39.5;30.1
C136;1654308000;39.5;29.6
C136;1654311600;38.7;30.4
C136;1654315200;38.6;29.3
C136;1654318800;36.2;31.7
C136;1654322400;38.6;30.0
C136;1654326000;38.9;30.1
C136;1654329600;39.0;28.9
C136;1654333200;38.7;30.1
C136;1654336800;37.7;30.9
C136;1654340400;38.0;26.8
C136;1654344000;37.8;27.6
C136;1654347600;38.8;27.8
C136;1654351200;37.1;27.3
C136;1654354800;38.6;26.3
C136;1654358400;38.9;25.8
C136;1654362000;39.2;37.0
C136;1654365600;39.2;37.9
C136;1654369200;39.8;38.7
C136;1654372800;38.0;35.3
C136;1654376400;39.6;36.7
C136;1654380000;39.2;36.4
C136;1654383600;39.1;38.6
C136;1654387200;39.8;37.8
C136;1654390800;39.2;37.2
C136;1654394400;39.3;36.0
C136;1654398000;37.9;38.0
C136;1654401600;37.3;39.7
C136;1654405200;37.4;35.7
C136;1654408800;40.0;34.9
C136;1654412400;40.1;37.0
C136;1654416000;39.8;37.3
C136;1654419600;39.4;37.5
C136;1654423200;40.3;35.1
C136;1654426800;37.9;37.9
C136;1654430400;39.3;37.5
C136;1654434000;39.7;37.1
C136;1654437600;39.7;35.6
C136;1654441200;38.8;34.7
C136;1654444800;39.5;35.3
C136;1654448400;40.1;33.0
C136;1654452000;39.5;36.5
C136;1654455600;39.3;35.0
C136;1654459200;40.6;34.0
C136;1654462800;37.9;35.0
C136;1654466400;37.5;32.7
C136;1654470000;40.4;34.0
C136;1654473600;37.4;32.8
C136;1654477200;38.6;33.8
C136;1654480800;37.9;35.4
C136;1654484400;39.1;32.5
C136;1654488000;38.4;33.8
C136;1654491600;37.6;34.0
C136;1654495200;39.1;32.2
C136;1654498800;40.1;31.9
C136;1654502400;39.4;32.2
C136;1654506000;38.3;31.7
C136;1654509600;38.8;32.9
C136;1654513200;38.5;32.4
C136;1654516800;37.8;31.1
C136;1654520400;37.9;32.4
C136;1654524000;39.7;31.5
C136;1654527600;37.5;29.0
C136;1654531200;39.5;29.0
C136;1654534800;39.4;27.5
C136;1654538400;39.8;30.8
C136;1654542000;39.1;27.9
C136;1654545600;39.5;29.5
C136;1654549200;39.0;28.4
C136;1654552800;36.8;27.7
C136;1654556400;41.2;28.0
C136;1654560000;40.8;30.4
C136;1654563600;40.2;27.3
C136;1654567200;36.9;26.9
C136;1654570800;37.0;37.0
C136;1654574400;39.6;33.7
C136;1654578000;36.7;37.9
C136;1654581600;38.4;36.0
C136;1654585200;40.2;34.7
C136;1654588800;40.4;35.8
C136;1654592400;40.6;36.5
C136;1654596000;37.4;34.5
C136;1654599600;39.9;34.6
C136;1654603200;39.6;35.0
C136;1654606800;38.1;37.4
C136;1654610400;38.2;36.7
C136;1654614000;39.3;37.3
C136;1654617600;38.2;34.5
C136;1654621200;39.3;33.7
C136;1654624800;40.8;34.7
C136;1654628400;39.7;32.6
C136;1654632000;40.9;36.4
C136;1654635600;40.7;32.5
C136;1654639200;40.0;33.2
C136;1654642800;39.4;34.7
C136;1654646400;37.0;34.2
C136;1654650000;41.3;32.1
C136;1654653600;40.5;31.7
C136;1654657200;36.8;34.3
C136;1654660800;39.3;34.9
C136;1654664400;39.4;34.0
C136;1654668000;41.1;34.5
C136;1654671600;40.6;34.6
C136;1654675200;40.6;34.5
C136;1654678800;40.0;32.8
C136;1654682400;39.8;32.4
C136;1654686000;37.8;34.7
C136;1654689600;38.0;32.1
C136;1654693200;38.1;33.8
C136;1654696800;39.7;32.4
C136;1654700400;37.4;29.8
C136;1654704000;39.8;32.2
C136;1654707600;38.6;32.6
C136;1654711200;39.7;32.7
C136;1654714800;38.8;31.4
C136;1654718400;36.7;33.4
C136;1654722000;37.8;33.2
C136;1654725600;38.8;31.8
C136;1654729200;37.3;30.7
C136;1654732800;37.4;32.8
C136;1654736400;39.7;30.4
C136;1654740000;37.9;32.5
C136;1654743600;38.8;30.9
C136;1654747200;38.9;31.4
C136;1654750800;38.2;32.0
C136;1654754400;39.8;30.8
C136;1654758000;39.4;31.7
C136;1654761600;37.5;30.7
C136;1654765200;39.3;31.2
C136;1654768800;37.6;30.9
C136;1654772400;38.2;28.2
C136;1654776000;38.8;29.3
C136;1654783200;38.3;29.9
C136;1654786800;38.7;26.9
C136;1654790400;39.5;25.2
C136;1654794000;39.8;25.6
C136;1654797600;41.3;24.2
C136;1654801200;39.3;25.2
C136;1654804800;39.8;25.6
C136;1654808400;39.3;25.7
C136;1654812000;38.7;25.4
C136;1654815600;38.3;25.4
C136;1654819200;39.2;26.2
C136;1654822800;37.6;26.7
C136;1654826400;37.6;26.3
C136;1654830000;38.2;24.7
C136;1654833600;37.8;23.9
C136;1654837200;40.4;24.6
C136;1654840800;40.0;26.7
C136;1654844400;40.5;26.6
C136;1654848000;39.0;25.0
C136;1654851600;38.7;25.5
C136;1654855200;38.6;24.9
C136;1654858800;37.8;23.1
C136;1654862400;39.3;22.5
C136;1654866000;38.3;22.2
C136;1654869600;37.9;20.8
C136;1654873200;37.9;21.3
C136;1654876800;38.2;20.0
C136;1654880400;39.5;19.2
C136;1654884000;38.5;19.8
C136;1654887600;38.6;19.7
C136;1654891200;38.7;19.4
C136;1654894800;37.5;18.8
C136;1654898400;39.1;19.5
C136;1654902000;40.4;20.2
C136;1654905600;38.0;19.7
C136;1654909200;38.8;20.6
C136;1654912800;38.4;21.1
C136;1654916400;40.8;19.8
C136;1654920000;39.2;36.6
C136;1654923600;40.9;37.9
C136;1654927200;38.2;35.4
C136;1654930800;40.4;38.8
C136;1654934400;39.7;36.9
C136;1654938000;40.9;37.4
C136;1654941600;40.0;36.5
C136;1654945200;41.6;34.0
C136;1654948800;40.7;35.0
C136;1654952400;41.0;38.7
C136;1654956000;38.9;36.4
C136;1654959600;42.0;35.8
C136;1654963200;40.2;34.4
C136;1654966800;40.0;38.1
C136;1654970400;40.1;35.1
C136;1654974000;40.5;37.0
C136;1654977600;39.3;37.0
C136;1654981200;41.2;35.3
C136;1654984800;40.4;36.1
C136;1654988400;40.1;34.6
C136;1654992000;40.9;35.6
C136;1654995600;39.0;37.0
C136;1654999200;41.7;36.1
C136;1655002800;40.4;36.2
C136;1655006400;41.8;35.3
C136;1655010000;41.0;37.6
C136;1655013600;40.9;38.0
C136;1655017200;39.8;36.5
C136;1655020800;41.1;39.0
C136;1655024400;41.5;38.0
C136;1655028000;42.1;36.8
C136;1655031600;40.2;35.4
C136;1655035200;39.8;35.2
C136;1655038800;39.1;35.8
C136;1655042400;39.3;34.2
C136;1655046000;40.6;35.0
C136;1655049600;39.6;33.6
C136;1655053200;39.9;37.5
C136;1655056800;38.3;37.0
C136;1655060400;38.9;33.9
C136;1655064000;40.6;35.3
C136;1655067600;40.4;37.5
C136;1655071200;40.6;39.7
C136;1655074800;40.2;38.2
C136;1655078400;40.0;36.8
C136;1655082000;41.6;35.1
C136;1655085600;41.2;38.3
C136;1655089200;37.4;39.5
C136;1655092800;41.8;36.2
C136;1655096400;37.7;37.3
C136;1655100000;38.4;35.1
C136;1655103600;39.9;35.5
C136;1655107200;39.0;39.3
C136;1655110800;38.2;39.5
C136;1655114400;37.5;35.1
C136;1655118000;40.8;37.1
C136;1655121600;40.6;36.9
C136;1655125200;38.2;39.8
C136;1655128800;40.2;36.5
C136;1655132400;41.1;38.0
C136;1655136000;41.5;38.0
C136;1655139600;40.5;37.1
C136;1655143200;40.8;37.8
C136;1655146800;40.7;36.7
C136;1655150400;40.4;37.1
C136;1655154000;40.3;36.7
C136;1655157600;39.9;38.2
C136;1655161200;41.8;37.1
C136;1655164800;40.1;38.9
C136;1655168400;38.4;36.0
C136;1655172000;40.3;37.9
C136;1655175600;37.3;34.6
C136;1655179200;39.2;37.7
C136;1655182800;37.4;34.7
C136;1655186400;37.4;37.7
C136;1655190000;40.1;36.8
C136;1655193600;40.5;38.2
C136;1655197200;38.4;37.8
C136;1655200800;39.3;35.6
C136;1655204400;40.3;35.7
C136;1655208000;39.3;34.4
C136;1655211600;38.9;33.5
C136;1655215200;38.6;33.0
C136;1655218800;38.5;35.5
C136;1655222400;40.6;32.9
C136;1655226000;40.2;32.9
C136;1655229600;40.6;33.2
C136;1655233200;39.5;32.1
C136;1655236800;38.5;33.4
C136;1655240400;40.6;31.1
C136;1655244000;40.7;32.4
C136;1655247600;38.9;32.0
C136;1655251200;39.3;34.0
C136;1655254800;37.2;32.2
C136;1655258400;37.3;34.5
C136;1655262000;41.7;30.1
C136;1655265600;39.7;32.4
C136;1655269200;40.6;31.4
C136;1655272800;38.9;32.8
C136;1655276400;40.1;31.3
C136;1655280000;39.6;32.3
C136;1655283600;39.9;31.4
C136;1655287200;39.4;29.8
C136;1655290800;39.0;32.0
C136;1655294400;40.2;30.3
C136;1655298000;39.9;31.0
C136;1655301600;40.4;29.0
C136;1655305200;39.8;29.1
C136;1655308800;38.9;28.7
C136;1655312400;39.6;28.0
C136;1655316000;41.4;28.6
C136;1655319600;40.0;28.5
C136;1655323200;39.0;28.7
C136;1655326800;39.7;28.2
C136;1655330400;39.0;27.4
C136;1655334000;39.5;28.4
C136;1655337600;38.8;28.5
C136;1655341200;37.6;27.2
C136;1655344800;38.0;28.9
C136;1655348400;37.3;29.3
C136;1655352000;41.0;28.1
C136;1655355600;39.9;27.7
C136;1655359200;38.2;26.1
C136;1655362800;39.6;26.8
C136;1655366400;39.8;27.8
C136;1655370000;40.3;27.3
C136;1655373600;38.6;26.2
C136;1655377200;38.5;26.9
C136;1655384400;36.9;25.4
C136;1655388000;39.1;23.5
C136;1655391600;39.6;22.2
C136;1655395200;38.9;22.4
C136;1655398800;38.6;23.2
C136;1655402400;39.9;23.1
C136;1655406000;39.2;22.5
C136;1655409600;38.2;22.9
C136;1655413200;38.9;22.1
C136;1655416800;37.1;21.7
C136;1655420400;37.6;22.3
C136;1655424000;37.9;22.6
C136;1655427600;38.3;22.6
C136;1655431200;39.3;22.0
C136;1655434800;39.0;22.5
C136;1655438400;39.2;22.3
C136;1655442000;40.2;22.7
C136;1655445600;39.8;21.7
C136;1655449200;38.2;22.5
C136;1655452800;41.3;21.4
C136;1655456400;37.7;21.6
