Received Log:

[9 jul. 2022 11:39:57 a. m.] ASCII:
#---INICIO DATOS---#
Visualiti;UNIX;RG1
ID;UXTIME;mm
M146;1653887114;0.2
M146;1653887150;0.2
M146;1653887196;0.2
M146;1653887243;0.2
M146;1653887283;0.2
M146;1653887324;0.2
M146;1653887360;0.2
M146;1653887384;0.2
M146;1653887403;0.2
M146;1653887425;0.2
M146;1653887446;0.2
M146;1653887469;0.2
M146;1653887491;0.2
M146;1653887514;0.2
M146;1653887535;0.2
M146;1653887558;0.2
M146;1653887589;0.2
M146;1653887631;0.2
M146;1653887669;0.2
M146;1653887708;0.2
M146;1653887729;0.2
M146;1653887749;0.2
M146;1653887765;0.2
M146;1653887780;0.2
M146;1653887795;0.2
M146;1653887809;0.2
M146;1653887826;0.2
M146;1653887844;0.2
M146;1653887866;0.2
M146;1653887895;0.2
M146;1653887920;0.2
M146;1653887944;0.2
M146;1653887970;0.2
M146;1653888005;0.2
M146;1653888041;0.2
M146;1653888078;0.2
M146;1653888112;0.2
M146;1653888140;0.2
M146;1653888170;0.2
M146;1653888196;0.2
M146;1653888218;0.2
M146;1653888241;0.2
M146;1653888265;0.2
M146;1653888292;0.2
M146;1653888320;0.2
M146;1653888346;0.2
M146;1653888372;0.2
M146;1653888407;0.2
M146;1653888448;0.2
M146;1653888511;0.2
M146;1653888562;0.2
M146;1653888600;0.2
M146;1653888632;0.2
M146;1653888671;0.2
M146;1653888715;0.2
M146;1653888745;0.2
M146;1653888768;0.2
M146;1653888790;0.2
M146;1653888812;0.2
M146;1653888837;0.2
M146;1653888862;0.2
M146;1653888888;0.2
M146;1653888903;0.2
M146;1653888914;0.2
M146;1653888926;0.2
M146;1653888938;0.2
M146;1653888951;0.2
M146;1653888965;0.2
M146;1653888991;0.2
M146;1653889023;0.2
